productname                                        ListPrice             Productsubcategory                                 Productcategory                                    pricerank
Mountain-200 Silver, 38                            2319.99               Mountain Bikes                                     Bikes                                              30
Mountain-200 Silver, 42                            2319.99               Mountain Bikes                                     Bikes                                              31
Mountain-200 Silver, 46                            2319.99               Mountain Bikes                                     Bikes                                              32
Mountain-200 Black, 38                             2294.99               Mountain Bikes                                     Bikes                                              33
Mountain-200 Black, 42                             2294.99               Mountain Bikes                                     Bikes                                              34
Mountain-200 Black, 46                             2294.99               Mountain Bikes                                     Bikes                                              35
Road-350-W Yellow, 40                              1700.99               Road Bikes                                         Bikes                                              36
Road-350-W Yellow, 42                              1700.99               Road Bikes                                         Bikes                                              37
Road-350-W Yellow, 44                              1700.99               Road Bikes                                         Bikes                                              38
Road-350-W Yellow, 48                              1700.99               Road Bikes                                         Bikes                                              39
Road-450 Red, 58                                   1457.99               Road Bikes                                         Bikes                                              40
Road-450 Red, 60                                   1457.99               Road Bikes                                         Bikes                                              41
Road-450 Red, 44                                   1457.99               Road Bikes                                         Bikes                                              42
Road-450 Red, 48                                   1457.99               Road Bikes                                         Bikes                                              43
Road-450 Red, 52                                   1457.99               Road Bikes                                         Bikes                                              44
HL Road Frame - Black, 58                          1431.50               Road Frames                                        Components                                         45
HL Road Frame - Red, 58                            1431.50               Road Frames                                        Components                                         46
HL Road Frame - Red, 62                            1431.50               Road Frames                                        Components                                         47
HL Road Frame - Red, 44                            1431.50               Road Frames                                        Components                                         48
HL Road Frame - Red, 48                            1431.50               Road Frames                                        Components                                         49
HL Road Frame - Red, 52                            1431.50               Road Frames                                        Components                                         50
HL Road Frame - Red, 56                            1431.50               Road Frames                                        Components                                         51
HL Road Frame - Black, 62                          1431.50               Road Frames                                        Components                                         52
HL Road Frame - Black, 44                          1431.50               Road Frames                                        Components                                         53
HL Road Frame - Black, 48                          1431.50               Road Frames                                        Components                                         54
HL Road Frame - Black, 52                          1431.50               Road Frames                                        Components                                         55
HL Mountain Frame - Silver, 38                     1364.50               Mountain Frames                                    Components                                         56
HL Mountain Frame - Silver, 42                     1364.50               Mountain Frames                                    Components                                         57
HL Mountain Frame - Silver, 44                     1364.50               Mountain Frames                                    Components                                         58
HL Mountain Frame - Silver, 48                     1364.50               Mountain Frames                                    Components                                         59
HL Mountain Frame - Silver, 46                     1364.50               Mountain Frames                                    Components                                         60
HL Mountain Frame - Black, 42                      1349.60               Mountain Frames                                    Components                                         61
HL Mountain Frame - Black, 44                      1349.60               Mountain Frames                                    Components                                         62
HL Mountain Frame - Black, 48                      1349.60               Mountain Frames                                    Components                                         63
HL Mountain Frame - Black, 46                      1349.60               Mountain Frames                                    Components                                         64
HL Mountain Frame - Black, 38                      1349.60               Mountain Frames                                    Components                                         65
Touring-2000 Blue, 46                              1214.85               Touring Bikes                                      Bikes                                              66
Touring-2000 Blue, 50                              1214.85               Touring Bikes                                      Bikes                                              67
Touring-2000 Blue, 54                              1214.85               Touring Bikes                                      Bikes                                              68
Touring-2000 Blue, 60                              1214.85               Touring Bikes                                      Bikes                                              69
Road-550-W Yellow, 38                              1120.49               Road Bikes                                         Bikes                                              70
Road-550-W Yellow, 40                              1120.49               Road Bikes                                         Bikes                                              71
Road-550-W Yellow, 42                              1120.49               Road Bikes                                         Bikes                                              72
Road-550-W Yellow, 44                              1120.49               Road Bikes                                         Bikes                                              73
Road-550-W Yellow, 48                              1120.49               Road Bikes                                         Bikes                                              74
Mountain-300 Black, 38                             1079.99               Mountain Bikes                                     Bikes                                              75
Mountain-300 Black, 40                             1079.99               Mountain Bikes                                     Bikes                                              76
Mountain-300 Black, 44                             1079.99               Mountain Bikes                                     Bikes                                              77
Mountain-300 Black, 48                             1079.99               Mountain Bikes                                     Bikes                                              78
HL Touring Frame - Yellow, 46                      1003.91               Touring Frames                                     Components                                         79
HL Touring Frame - Yellow, 50                      1003.91               Touring Frames                                     Components                                         80
HL Touring Frame - Yellow, 54                      1003.91               Touring Frames                                     Components                                         81
HL Touring Frame - Blue, 46                        1003.91               Touring Frames                                     Components                                         82
HL Touring Frame - Blue, 50                        1003.91               Touring Frames                                     Components                                         83
HL Touring Frame - Blue, 54                        1003.91               Touring Frames                                     Components                                         84
HL Touring Frame - Blue, 60                        1003.91               Touring Frames                                     Components                                         85
HL Touring Frame - Yellow, 60                      1003.91               Touring Frames                                     Components                                         86
Road-650 Red, 58                                   782.99                Road Bikes                                         Bikes                                              87
Road-650 Red, 60                                   782.99                Road Bikes                                         Bikes                                              88
Road-650 Red, 62                                   782.99                Road Bikes                                         Bikes                                              89
Road-650 Red, 44                                   782.99                Road Bikes                                         Bikes                                              90
Road-650 Red, 48                                   782.99                Road Bikes                                         Bikes                                              91
Road-650 Red, 52                                   782.99                Road Bikes                                         Bikes                                              92
Road-650 Black, 58                                 782.99                Road Bikes                                         Bikes                                              93
Road-650 Black, 60                                 782.99                Road Bikes                                         Bikes                                              94
Road-650 Black, 62                                 782.99                Road Bikes                                         Bikes                                              95
Road-650 Black, 44                                 782.99                Road Bikes                                         Bikes                                              96
Road-650 Black, 48                                 782.99                Road Bikes                                         Bikes                                              97
Road-650 Black, 52                                 782.99                Road Bikes                                         Bikes                                              98
Mountain-400-W Silver, 38                          769.49                Mountain Bikes                                     Bikes                                              99
Mountain-400-W Silver, 40                          769.49                Mountain Bikes                                     Bikes                                              100
Mountain-400-W Silver, 42                          769.49                Mountain Bikes                                     Bikes                                              101
Mountain-400-W Silver, 46                          769.49                Mountain Bikes                                     Bikes                                              102
Touring-3000 Blue, 44                              742.35                Touring Bikes                                      Bikes                                              103
Touring-3000 Blue, 50                              742.35                Touring Bikes                                      Bikes                                              104
Touring-3000 Blue, 54                              742.35                Touring Bikes                                      Bikes                                              105
Touring-3000 Blue, 58                              742.35                Touring Bikes                                      Bikes                                              106
Touring-3000 Blue, 62                              742.35                Touring Bikes                                      Bikes                                              107
Touring-3000 Yellow, 44                            742.35                Touring Bikes                                      Bikes                                              108
Touring-3000 Yellow, 50                            742.35                Touring Bikes                                      Bikes                                              109
Touring-3000 Yellow, 54                            742.35                Touring Bikes                                      Bikes                                              110
Touring-3000 Yellow, 58                            742.35                Touring Bikes                                      Bikes                                              111
Touring-3000 Yellow, 62                            742.35                Touring Bikes                                      Bikes                                              112
ML Road Frame - Red, 44                            594.83                Road Frames                                        Components                                         113
ML Road Frame - Red, 48                            594.83                Road Frames                                        Components                                         114
ML Road Frame - Red, 52                            594.83                Road Frames                                        Components                                         115
ML Road Frame - Red, 58                            594.83                Road Frames                                        Components                                         116
ML Road Frame - Red, 60                            594.83                Road Frames                                        Components                                         117
ML Road Frame-W - Yellow, 38                       594.83                Road Frames                                        Components                                         118
ML Road Frame-W - Yellow, 40                       594.83                Road Frames                                        Components                                         119
ML Road Frame-W - Yellow, 42                       594.83                Road Frames                                        Components                                         120
ML Road Frame-W - Yellow, 44                       594.83                Road Frames                                        Components                                         121
ML Road Frame-W - Yellow, 48                       594.83                Road Frames                                        Components                                         122
Mountain-500 Silver, 40                            564.99                Mountain Bikes                                     Bikes                                              123
Mountain-500 Silver, 42                            564.99                Mountain Bikes                                     Bikes                                              124
Mountain-500 Silver, 44                            564.99                Mountain Bikes                                     Bikes                                              125
Mountain-500 Silver, 48                            564.99                Mountain Bikes                                     Bikes                                              126
Mountain-500 Silver, 52                            564.99                Mountain Bikes                                     Bikes                                              127
Mountain-500 Black, 40                             539.99                Mountain Bikes                                     Bikes                                              128
Mountain-500 Black, 42                             539.99                Mountain Bikes                                     Bikes                                              129
Mountain-500 Black, 44                             539.99                Mountain Bikes                                     Bikes                                              130
Mountain-500 Black, 48                             539.99                Mountain Bikes                                     Bikes                                              131
Mountain-500 Black, 52                             539.99                Mountain Bikes                                     Bikes                                              132
Road-750 Black, 44                                 539.99                Road Bikes                                         Bikes                                              133
Road-750 Black, 48                                 539.99                Road Bikes                                         Bikes                                              134
Road-750 Black, 52                                 539.99                Road Bikes                                         Bikes                                              135
Road-750 Black, 58                                 539.99                Road Bikes                                         Bikes                                              136
HL Crankset                                        404.99                Cranksets                                          Components                                         137
ML Mountain Frame-W - Silver, 38                   364.09                Mountain Frames                                    Components                                         138
ML Mountain Frame-W - Silver, 40                   364.09                Mountain Frames                                    Components                                         139
ML Mountain Frame-W - Silver, 42                   364.09                Mountain Frames                                    Components                                         140
ML Mountain Frame-W - Silver, 46                   364.09                Mountain Frames                                    Components                                         141
HL Road Rear Wheel                                 357.06                Wheels                                             Components                                         142
ML Mountain Frame - Black, 40                      348.76                Mountain Frames                                    Components                                         143
ML Mountain Frame - Black, 44                      348.76                Mountain Frames                                    Components                                         144
ML Mountain Frame - Black, 48                      348.76                Mountain Frames                                    Components                                         145
ML Mountain Frame - Black, 38                      348.76                Mountain Frames                                    Components                                         146
LL Road Frame - Black, 44                          337.22                Road Frames                                        Components                                         147
LL Road Frame - Black, 48                          337.22                Road Frames                                        Components                                         148
LL Road Frame - Black, 52                          337.22                Road Frames                                        Components                                         149
LL Road Frame - Black, 58                          337.22                Road Frames                                        Components                                         150
LL Road Frame - Black, 60                          337.22                Road Frames                                        Components                                         151
LL Road Frame - Black, 62                          337.22                Road Frames                                        Components                                         152
LL Road Frame - Red, 44                            337.22                Road Frames                                        Components                                         153
LL Road Frame - Red, 48                            337.22                Road Frames                                        Components                                         154
LL Road Frame - Red, 52                            337.22                Road Frames                                        Components                                         155
LL Road Frame - Red, 58                            337.22                Road Frames                                        Components                                         156
LL Road Frame - Red, 60                            337.22                Road Frames                                        Components                                         157
LL Road Frame - Red, 62                            337.22                Road Frames                                        Components                                         158
LL Touring Frame - Yellow, 62                      333.42                Touring Frames                                     Components                                         159
LL Touring Frame - Blue, 50                        333.42                Touring Frames                                     Components                                         160
LL Touring Frame - Blue, 54                        333.42                Touring Frames                                     Components                                         161
LL Touring Frame - Blue, 58                        333.42                Touring Frames                                     Components                                         162
LL Touring Frame - Blue, 62                        333.42                Touring Frames                                     Components                                         163
LL Touring Frame - Yellow, 44                      333.42                Touring Frames                                     Components                                         164
LL Touring Frame - Yellow, 50                      333.42                Touring Frames                                     Components                                         165
LL Touring Frame - Yellow, 54                      333.42                Touring Frames                                     Components                                         166
LL Touring Frame - Yellow, 58                      333.42                Touring Frames                                     Components                                         167
LL Touring Frame - Blue, 44                        333.42                Touring Frames                                     Components                                         168
HL Road Front Wheel                                330.06                Wheels                                             Components                                         169
HL Mountain Rear Wheel                             327.215               Wheels                                             Components                                         170
HL Mountain Front Wheel                            300.215               Wheels                                             Components                                         171
ML Road Rear Wheel                                 275.385               Wheels                                             Components                                         172
LL Mountain Frame - Silver, 42                     264.05                Mountain Frames                                    Components                                         173
LL Mountain Frame - Silver, 44                     264.05                Mountain Frames                                    Components                                         174
LL Mountain Frame - Silver, 48                     264.05                Mountain Frames                                    Components                                         175
LL Mountain Frame - Silver, 52                     264.05                Mountain Frames                                    Components                                         176
LL Mountain Frame - Silver, 40                     264.05                Mountain Frames                                    Components                                         177
ML Crankset                                        256.49                Cranksets                                          Components                                         178
LL Mountain Frame - Black, 40                      249.79                Mountain Frames                                    Components                                         179
LL Mountain Frame - Black, 42                      249.79                Mountain Frames                                    Components                                         180
LL Mountain Frame - Black, 44                      249.79                Mountain Frames                                    Components                                         181
LL Mountain Frame - Black, 48                      249.79                Mountain Frames                                    Components                                         182
LL Mountain Frame - Black, 52                      249.79                Mountain Frames                                    Components                                         183
ML Road Front Wheel                                248.385               Wheels                                             Components                                         184
Touring Rear Wheel                                 245.01                Wheels                                             Components                                         185
ML Mountain Rear Wheel                             236.025               Wheels                                             Components                                         186
HL Fork                                            229.49                Forks                                              Components                                         187
Touring Front Wheel                                218.01                Wheels                                             Components                                         188
ML Mountain Front Wheel                            209.025               Wheels                                             Components                                         189
ML Fork                                            175.49                Forks                                              Components                                         190
LL Crankset                                        175.49                Cranksets                                          Components                                         191
All-Purpose Bike Stand                             159.00                Bike Stands                                        Accessories                                        192
LL Fork                                            148.22                Forks                                              Components                                         193
Touring-Panniers, Large                            125.00                Panniers                                           Accessories                                        194
HL Headset                                         124.73                Headsets                                           Components                                         195
HL Bottom Bracket                                  121.49                Bottom Brackets                                    Components                                         196
Rear Derailleur                                    121.46                Derailleurs                                        Components                                         197
HL Road Handlebars                                 120.27                Handlebars                                         Components                                         198
HL Mountain Handlebars                             120.27                Handlebars                                         Components                                         199
Hitch Rack - 4-Bike                                120.00                Bike Racks                                         Accessories                                        200
LL Road Rear Wheel                                 112.565               Wheels                                             Components                                         201
Rear Brakes                                        106.50                Brakes                                             Components                                         202
Front Brakes                                       106.50                Brakes                                             Components                                         203
ML Headset                                         102.29                Headsets                                           Components                                         204
ML Bottom Bracket                                  101.24                Bottom Brackets                                    Components                                         205
HL Touring Handlebars                              91.57                 Handlebars                                         Components                                         206
Front Derailleur                                   91.49                 Derailleurs                                        Components                                         207
Men's Bib-Shorts, S                                89.99                 Bib-Shorts                                         Clothing                                           208
Men's Bib-Shorts, M                                89.99                 Bib-Shorts                                         Clothing                                           209
Men's Bib-Shorts, L                                89.99                 Bib-Shorts                                         Clothing                                           210
LL Mountain Rear Wheel                             87.745                Wheels                                             Components                                         211
LL Road Front Wheel                                85.565                Wheels                                             Components                                         212
HL Mountain Pedal                                  80.99                 Pedals                                             Components                                         213
HL Road Pedal                                      80.99                 Pedals                                             Components                                         214
Touring Pedal                                      80.99                 Pedals                                             Components                                         215
Women's Tights, S                                  74.99                 Tights                                             Clothing                                           216
Women's Tights, M                                  74.99                 Tights                                             Clothing                                           217
Women's Tights, L                                  74.99                 Tights                                             Clothing                                           218
Women's Mountain Shorts, S                         69.99                 Shorts                                             Clothing                                           219
Women's Mountain Shorts, M                         69.99                 Shorts                                             Clothing                                           220
Women's Mountain Shorts, L                         69.99                 Shorts                                             Clothing                                           221
Classic Vest, S                                    63.50                 Vests                                              Clothing                                           222
Classic Vest, M                                    63.50                 Vests                                              Clothing                                           223
Classic Vest, L                                    63.50                 Vests                                              Clothing                                           224
ML Mountain Pedal                                  62.09                 Pedals                                             Components                                         225
ML Road Pedal                                      62.09                 Pedals                                             Components                                         226
ML Mountain Handlebars                             61.92                 Handlebars                                         Components                                         227
ML Road Handlebars                                 61.92                 Handlebars                                         Components                                         228
LL Mountain Front Wheel                            60.745                Wheels                                             Components                                         229
Men's Sports Shorts, M                             59.99                 Shorts                                             Clothing                                           230
Men's Sports Shorts, L                             59.99                 Shorts                                             Clothing                                           231
Men's Sports Shorts, XL                            59.99                 Shorts                                             Clothing                                           232
Men's Sports Shorts, S                             59.99                 Shorts                                             Clothing                                           233
Hydration Pack - 70 oz.                            54.99                 Hydration Packs                                    Accessories                                        234
Short-Sleeve Classic Jersey, S                     53.99                 Jerseys                                            Clothing                                           235
Short-Sleeve Classic Jersey, M                     53.99                 Jerseys                                            Clothing                                           236
Short-Sleeve Classic Jersey, L                     53.99                 Jerseys                                            Clothing                                           237
Short-Sleeve Classic Jersey, XL                    53.99                 Jerseys                                            Clothing                                           238
LL Bottom Bracket                                  53.99                 Bottom Brackets                                    Components                                         239
HL Touring Seat/Saddle                             52.64                 Saddles                                            Components                                         240
HL Mountain Seat/Saddle                            52.64                 Saddles                                            Components                                         241
HL Road Seat/Saddle                                52.64                 Saddles                                            Components                                         242
Long-Sleeve Logo Jersey, S                         49.99                 Jerseys                                            Clothing                                           243
Long-Sleeve Logo Jersey, M                         49.99                 Jerseys                                            Clothing                                           244
Long-Sleeve Logo Jersey, L                         49.99                 Jerseys                                            Clothing                                           245
Long-Sleeve Logo Jersey, XL                        49.99                 Jerseys                                            Clothing                                           246
LL Touring Handlebars                              46.09                 Handlebars                                         Components                                         247
Headlights - Weatherproof                          44.99                 Lights                                             Accessories                                        248
LL Road Handlebars                                 44.54                 Handlebars                                         Components                                         249
LL Mountain Handlebars                             44.54                 Handlebars                                         Components                                         250
LL Road Pedal                                      40.49                 Pedals                                             Components                                         251
LL Mountain Pedal                                  40.49                 Pedals                                             Components                                         252
ML Road Seat/Saddle                                39.14                 Saddles                                            Components                                         253
ML Touring Seat/Saddle                             39.14                 Saddles                                            Components                                         254
ML Mountain Seat/Saddle                            39.14                 Saddles                                            Components                                         255
Full-Finger Gloves, S                              37.99                 Gloves                                             Clothing                                           256
Full-Finger Gloves, M                              37.99                 Gloves                                             Clothing                                           257
Full-Finger Gloves, L                              37.99                 Gloves                                             Clothing                                           258
HL Mountain Tire                                   35.00                 Tires and Tubes                                    Accessories                                        259
Headlights - Dual-Beam                             34.99                 Lights                                             Accessories                                        260
Sport-100 Helmet, Blue                             34.99                 Helmets                                            Accessories                                        261
Sport-100 Helmet, Red                              34.99                 Helmets                                            Accessories                                        262
Sport-100 Helmet, Black                            34.99                 Helmets                                            Accessories                                        263
LL Headset                                         34.20                 Headsets                                           Components                                         264
HL Road Tire                                       32.60                 Tires and Tubes                                    Accessories                                        265
ML Mountain Tire                                   29.99                 Tires and Tubes                                    Accessories                                        266
Touring Tire                                       28.99                 Tires and Tubes                                    Accessories                                        267
LL Mountain Seat/Saddle                            27.12                 Saddles                                            Components                                         268
LL Touring Seat/Saddle                             27.12                 Saddles                                            Components                                         269
LL Road Seat/Saddle                                27.12                 Saddles                                            Components                                         270
Cable Lock                                         25.00                 Locks                                              Accessories                                        271
Mountain Pump                                      24.99                 Pumps                                              Accessories                                        272
ML Road Tire                                       24.99                 Tires and Tubes                                    Accessories                                        273
LL Mountain Tire                                   24.99                 Tires and Tubes                                    Accessories                                        274
Half-Finger Gloves, S                              24.49                 Gloves                                             Clothing                                           275
Half-Finger Gloves, M                              24.49                 Gloves                                             Clothing                                           276
Half-Finger Gloves, L                              24.49                 Gloves                                             Clothing                                           277
Fender Set - Mountain                              21.98                 Fenders                                            Accessories                                        278
LL Road Tire                                       21.49                 Tires and Tubes                                    Accessories                                        279
Chain                                              20.24                 Chains                                             Components                                         280
Minipump                                           19.99                 Pumps                                              Accessories                                        281
Taillights - Battery-Powered                       13.99                 Lights                                             Accessories                                        282
Mountain Bottle Cage                               9.99                  Bottles and Cages                                  Accessories                                        283
Mountain Bike Socks, M                             9.50                  Socks                                              Clothing                                           284
Mountain Bike Socks, L                             9.50                  Socks                                              Clothing                                           285
AWC Logo Cap                                       8.99                  Caps                                               Clothing                                           286
Road Bottle Cage                                   8.99                  Bottles and Cages                                  Accessories                                        287
Racing Socks, M                                    8.99                  Socks                                              Clothing                                           288
Racing Socks, L                                    8.99                  Socks                                              Clothing                                           289
Bike Wash - Dissolver                              7.95                  Cleaners                                           Accessories                                        290
Water Bottle - 30 oz.                              4.99                  Bottles and Cages                                  Accessories                                        291
Touring Tire Tube                                  4.99                  Tires and Tubes                                    Accessories                                        292
Mountain Tire Tube                                 4.99                  Tires and Tubes                                    Accessories                                        293
Road Tire Tube                                     3.99                  Tires and Tubes                                    Accessories                                        294
Patch Kit/8 Patches                                2.29                  Tires and Tubes                                    Accessories                                        295

(295 rows affected)


Completion time: 2022-09-12T17:09:33.2192949+05:30
